Nombre|(º-º)|Plataforma|(º-º)|Año|(º-º)|Genero|(º-º)|Editorial|(º-º)|Ventas NA|(º-º)|Ventas EU|(º-º)|Ventas JP|(º-º)|Ventas Otros|(º-º)|Ventas Global
Final Fantasy Tactics Advance|(º-º)|GBA|(º-º)|2003|(º-º)|Role-Playing|(º-º)|SquareSoft|(º-º)|0,82|(º-º)|0,37|(º-º)|0,89|(º-º)|0,05|(º-º)|2,13
Dance Dance Revolution Extreme|(º-º)|PS2|(º-º)|2004|(º-º)|Simulation|(º-º)|Konami Digital Entertainment|(º-º)|1,04|(º-º)|0,81|(º-º)|0|(º-º)|0,27|(º-º)|2,13
Tetris DS|(º-º)|DS|(º-º)|2006|(º-º)|Puzzle|(º-º)|Nintendo|(º-º)|0,64|(º-º)|0,07|(º-º)|1,35|(º-º)|0,08|(º-º)|2,13
Far Cry: Primal|(º-º)|PS4|(º-º)|2016|(º-º)|Action|(º-º)|Ubisoft|(º-º)|0,59|(º-º)|1,16|(º-º)|0,06|(º-º)|0,33|(º-º)|2,13
Golf|(º-º)|GB|(º-º)|1989|(º-º)|Sports|(º-º)|Nintendo|(º-º)|0,83|(º-º)|0,33|(º-º)|0,92|(º-º)|0,04|(º-º)|2,12
Project Gotham Racing|(º-º)|XB|(º-º)|2001|(º-º)|Racing|(º-º)|Microsoft Game Studios|(º-º)|1,37|(º-º)|0,61|(º-º)|0,05|(º-º)|0,09|(º-º)|2,12
Final Fantasy III|(º-º)|DS|(º-º)|2006|(º-º)|Role-Playing|(º-º)|Square Enix|(º-º)|0,91|(º-º)|0,05|(º-º)|1,07|(º-º)|0,09|(º-º)|2,12
Toy Story 3: The Video Game|(º-º)|DS|(º-º)|2010|(º-º)|Action|(º-º)|Disney Interactive Studios|(º-º)|0,93|(º-º)|0,97|(º-º)|0,02|(º-º)|0,21|(º-º)|2,12
Kirby's Epic Yarn|(º-º)|Wii|(º-º)|2010|(º-º)|Platform|(º-º)|Nintendo|(º-º)|1,47|(º-º)|0,09|(º-º)|0,45|(º-º)|0,11|(º-º)|2,12
Tony Hawk's Pro Skater|(º-º)|N64|(º-º)|2000|(º-º)|Sports|(º-º)|Activision|(º-º)|1,68|(º-º)|0,4|(º-º)|0|(º-º)|0,03|(º-º)|2,11
Need for Speed: Hot Pursuit 2|(º-º)|PS2|(º-º)|2002|(º-º)|Racing|(º-º)|Electronic Arts|(º-º)|1,68|(º-º)|0,31|(º-º)|0,02|(º-º)|0,09|(º-º)|2,11
Dynasty Warriors 4|(º-º)|PS2|(º-º)|2003|(º-º)|Action|(º-º)|Tecmo Koei|(º-º)|0,63|(º-º)|0,21|(º-º)|1,13|(º-º)|0,13|(º-º)|2,11
PES 2009: Pro Evolution Soccer|(º-º)|PS3|(º-º)|2008|(º-º)|Sports|(º-º)|Konami Digital Entertainment|(º-º)|0,11|(º-º)|1,34|(º-º)|0,4|(º-º)|0,26|(º-º)|2,11
Borderlands|(º-º)|PS3|(º-º)|2009|(º-º)|Shooter|(º-º)|Take-Two Interactive|(º-º)|1,2|(º-º)|0,62|(º-º)|0|(º-º)|0,29|(º-º)|2,11
Mario Sports Mix|(º-º)|Wii|(º-º)|2010|(º-º)|Sports|(º-º)|Nintendo|(º-º)|0,9|(º-º)|0,45|(º-º)|0,63|(º-º)|0,13|(º-º)|2,11
NBA 2K12|(º-º)|PS3|(º-º)|2011|(º-º)|Sports|(º-º)|Take-Two Interactive|(º-º)|1,61|(º-º)|0,27|(º-º)|0,05|(º-º)|0,18|(º-º)|2,11
Mortal Kombat|(º-º)|X360|(º-º)|2011|(º-º)|Fighting|(º-º)|Warner Bros. Interactive Entertainment|(º-º)|1,63|(º-º)|0,33|(º-º)|0|(º-º)|0,15|(º-º)|2,11
Parasite Eve|(º-º)|PS|(º-º)|1998|(º-º)|Role-Playing|(º-º)|SquareSoft|(º-º)|0,94|(º-º)|0,07|(º-º)|1,05|(º-º)|0,04|(º-º)|2,1
Scooby-Doo! Night of 100 Frights|(º-º)|PS2|(º-º)|2002|(º-º)|Platform|(º-º)|THQ|(º-º)|1,17|(º-º)|0,72|(º-º)|0|(º-º)|0,22|(º-º)|2,1
Project Gotham Racing (JP weekly sales)|(º-º)|XB|(º-º)|2002|(º-º)|Action|(º-º)|Microsoft Game Studios|(º-º)|1,54|(º-º)|0,44|(º-º)|0,04|(º-º)|0,07|(º-º)|2,1
Need for Speed: Most Wanted 5-1-0|(º-º)|PSP|(º-º)|2005|(º-º)|Racing|(º-º)|Electronic Arts|(º-º)|1,77|(º-º)|0,13|(º-º)|0,02|(º-º)|0,18|(º-º)|2,1
Portal 2|(º-º)|X360|(º-º)|2011|(º-º)|Shooter|(º-º)|Valve Software|(º-º)|1,41|(º-º)|0,51|(º-º)|0,01|(º-º)|0,17|(º-º)|2,1
Derby Stallion|(º-º)|PS|(º-º)|1997|(º-º)|Sports|(º-º)|ASCII Entertainment|(º-º)|0|(º-º)|0|(º-º)|1,96|(º-º)|0,14|(º-º)|2,09
Finding Nemo|(º-º)|PS2|(º-º)|2003|(º-º)|Action|(º-º)|THQ|(º-º)|1,26|(º-º)|0,6|(º-º)|0,05|(º-º)|0,18|(º-º)|2,09
Devil May Cry 3: Dante's Awakening|(º-º)|PS2|(º-º)|2005|(º-º)|Action|(º-º)|Capcom|(º-º)|0,99|(º-º)|0,63|(º-º)|0,29|(º-º)|0,19|(º-º)|2,09
Dead Rising|(º-º)|X360|(º-º)|2006|(º-º)|Action|(º-º)|Capcom|(º-º)|1,16|(º-º)|0,65|(º-º)|0,08|(º-º)|0,2|(º-º)|2,09
The Sims 2: Pets|(º-º)|DS|(º-º)|2006|(º-º)|Simulation|(º-º)|Electronic Arts|(º-º)|0,92|(º-º)|0,94|(º-º)|0|(º-º)|0,22|(º-º)|2,09
Wipeout: The Game|(º-º)|Wii|(º-º)|2009|(º-º)|Misc|(º-º)|Mindscape|(º-º)|1,97|(º-º)|0|(º-º)|0|(º-º)|0,12|(º-º)|2,09
NBA 2K11|(º-º)|X360|(º-º)|2010|(º-º)|Action|(º-º)|Take-Two Interactive|(º-º)|1,84|(º-º)|0,12|(º-º)|0,01|(º-º)|0,13|(º-º)|2,09
Metal Gear Solid: Peace Walker|(º-º)|PSP|(º-º)|2010|(º-º)|Action|(º-º)|Konami Digital Entertainment|(º-º)|0,46|(º-º)|0,42|(º-º)|0,96|(º-º)|0,25|(º-º)|2,09
Battlefield: Hardline|(º-º)|PS4|(º-º)|2015|(º-º)|Shooter|(º-º)|Electronic Arts|(º-º)|0,7|(º-º)|0,93|(º-º)|0,14|(º-º)|0,32|(º-º)|2,09
Warcraft: Orcs & Humans|(º-º)|PC|(º-º)|1994|(º-º)|Strategy|(º-º)|Activision|(º-º)|0,89|(º-º)|1,08|(º-º)|0|(º-º)|0,11|(º-º)|2,08
Sim Theme Park|(º-º)|PC|(º-º)|1998|(º-º)|Strategy|(º-º)|Electronic Arts|(º-º)|2,04|(º-º)|0,04|(º-º)|0|(º-º)|0|(º-º)|2,08
Tetris Worlds|(º-º)|PS2|(º-º)|2002|(º-º)|Puzzle|(º-º)|THQ|(º-º)|1,11|(º-º)|0,71|(º-º)|0|(º-º)|0,27|(º-º)|2,08
Mario Party 5|(º-º)|GC|(º-º)|2003|(º-º)|Misc|(º-º)|Nintendo|(º-º)|0,97|(º-º)|0,33|(º-º)|0,73|(º-º)|0,06|(º-º)|2,08
Dance Dance Revolution: Hottest Party|(º-º)|Wii|(º-º)|2007|(º-º)|Simulation|(º-º)|Konami Digital Entertainment|(º-º)|1,36|(º-º)|0,52|(º-º)|0|(º-º)|0,2|(º-º)|2,08
Need For Speed: Undercover|(º-º)|PS3|(º-º)|2008|(º-º)|Racing|(º-º)|Electronic Arts|(º-º)|0,63|(º-º)|1,02|(º-º)|0,05|(º-º)|0,39|(º-º)|2,08
World of Warcraft: Cataclysm|(º-º)|PC|(º-º)|2010|(º-º)|Role-Playing|(º-º)|Activision|(º-º)|1,77|(º-º)|0,32|(º-º)|0|(º-º)|0|(º-º)|2,08
Ghostbusters: The Video Game (DS Version)|(º-º)|PS3|(º-º)|2010|(º-º)|Action|(º-º)|Take-Two Interactive|(º-º)|0,59|(º-º)|0,99|(º-º)|0,13|(º-º)|0,36|(º-º)|2,08
Skate 3|(º-º)|PS3|(º-º)|2010|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0,79|(º-º)|0,94|(º-º)|0|(º-º)|0,35|(º-º)|2,08
Yu-Gi-Oh! The Eternal Duelist Soul|(º-º)|GBA|(º-º)|2001|(º-º)|Strategy|(º-º)|Konami Digital Entertainment|(º-º)|1,64|(º-º)|0,36|(º-º)|0|(º-º)|0,07|(º-º)|2,07
Spec Ops: Airborne Commando|(º-º)|PS|(º-º)|2002|(º-º)|Shooter|(º-º)|Take-Two Interactive|(º-º)|1,54|(º-º)|0,46|(º-º)|0|(º-º)|0,08|(º-º)|2,07
UFC 2009 Undisputed|(º-º)|X360|(º-º)|2009|(º-º)|Fighting|(º-º)|THQ|(º-º)|1,48|(º-º)|0,39|(º-º)|0|(º-º)|0,19|(º-º)|2,07
Kingdom Hearts: Birth by Sleep|(º-º)|PSP|(º-º)|2010|(º-º)|Role-Playing|(º-º)|Square Enix|(º-º)|0,63|(º-º)|0,42|(º-º)|0,75|(º-º)|0,26|(º-º)|2,07
Dark Souls|(º-º)|PS3|(º-º)|2011|(º-º)|Role-Playing|(º-º)|Namco Bandai Games|(º-º)|0,75|(º-º)|0,54|(º-º)|0,54|(º-º)|0,23|(º-º)|2,07
R4: Ridge Racer Type 4|(º-º)|PS|(º-º)|1998|(º-º)|Racing|(º-º)|Namco Bandai Games|(º-º)|0,68|(º-º)|0,46|(º-º)|0,79|(º-º)|0,13|(º-º)|2,06
SoulCalibur II|(º-º)|PS2|(º-º)|2003|(º-º)|Fighting|(º-º)|Namco Bandai Games|(º-º)|1,06|(º-º)|0,62|(º-º)|0,13|(º-º)|0,25|(º-º)|2,06
The Incredibles|(º-º)|GBA|(º-º)|2004|(º-º)|Action|(º-º)|THQ|(º-º)|1,15|(º-º)|0,77|(º-º)|0,04|(º-º)|0,1|(º-º)|2,06
Pokemon Mystery Dungeon: Red/Blue Rescue Team|(º-º)|GBA|(º-º)|2005|(º-º)|Role-Playing|(º-º)|Nintendo|(º-º)|0,71|(º-º)|0,52|(º-º)|0,74|(º-º)|0,08|(º-º)|2,06
Need for Speed: ProStreet|(º-º)|X360|(º-º)|2007|(º-º)|Racing|(º-º)|Electronic Arts|(º-º)|1,04|(º-º)|0,8|(º-º)|0,01|(º-º)|0,22|(º-º)|2,06
The Sims 3|(º-º)|PS3|(º-º)|2010|(º-º)|Simulation|(º-º)|Electronic Arts|(º-º)|0,73|(º-º)|0,97|(º-º)|0,02|(º-º)|0,34|(º-º)|2,06
Tom Clancy's Splinter Cell: Conviction|(º-º)|X360|(º-º)|2010|(º-º)|Action|(º-º)|Ubisoft|(º-º)|1,2|(º-º)|0,63|(º-º)|0,04|(º-º)|0,19|(º-º)|2,06
Mario & Luigi: Dream Team|(º-º)|3DS|(º-º)|2013|(º-º)|Role-Playing|(º-º)|Nintendo|(º-º)|0,89|(º-º)|0,57|(º-º)|0,46|(º-º)|0,13|(º-º)|2,06
NBA Jam|(º-º)|GEN|(º-º)|1992|(º-º)|Sports|(º-º)|Arena Entertainment|(º-º)|1,75|(º-º)|0,25|(º-º)|0|(º-º)|0,05|(º-º)|2,05
Sonic Mega Collection|(º-º)|GC|(º-º)|2002|(º-º)|Misc|(º-º)|Infogrames|(º-º)|1,47|(º-º)|0,48|(º-º)|0,05|(º-º)|0,06|(º-º)|2,05
PokÃ©mon Mystery Dungeon: Blue Rescue Team|(º-º)|DS|(º-º)|2005|(º-º)|Role-Playing|(º-º)|Nintendo|(º-º)|1,16|(º-º)|0,06|(º-º)|0,83|(º-º)|0|(º-º)|2,05
Need for Speed: ProStreet|(º-º)|PS3|(º-º)|2007|(º-º)|Racing|(º-º)|Electronic Arts|(º-º)|0,73|(º-º)|0,92|(º-º)|0,04|(º-º)|0,37|(º-º)|2,05
PGR4 - Project Gotham Racing 4|(º-º)|X360|(º-º)|2007|(º-º)|Racing|(º-º)|Microsoft Game Studios|(º-º)|0,48|(º-º)|1,29|(º-º)|0,02|(º-º)|0,25|(º-º)|2,05
Carnival Games|(º-º)|DS|(º-º)|2008|(º-º)|Misc|(º-º)|Take-Two Interactive|(º-º)|1,23|(º-º)|0,64|(º-º)|0|(º-º)|0,19|(º-º)|2,05
NBA 2K14|(º-º)|PS3|(º-º)|2013|(º-º)|Sports|(º-º)|Take-Two Interactive|(º-º)|1,43|(º-º)|0,33|(º-º)|0,04|(º-º)|0,25|(º-º)|2,05
Diablo III|(º-º)|PS3|(º-º)|2013|(º-º)|Role-Playing|(º-º)|Activision|(º-º)|0,71|(º-º)|0,83|(º-º)|0,15|(º-º)|0,35|(º-º)|2,05
Donkey Kong Country|(º-º)|GBA|(º-º)|2003|(º-º)|Platform|(º-º)|Nintendo|(º-º)|1,2|(º-º)|0,48|(º-º)|0,29|(º-º)|0,07|(º-º)|2,04
Peter Jackson's King Kong: The Official Game of the Movie|(º-º)|PS2|(º-º)|2005|(º-º)|Action|(º-º)|Ubisoft|(º-º)|0,71|(º-º)|1,02|(º-º)|0|(º-º)|0,31|(º-º)|2,04
SOCOM: U.S. Navy SEALs: Combined Assault|(º-º)|PS2|(º-º)|2006|(º-º)|Shooter|(º-º)|Sony Computer Entertainment|(º-º)|1,74|(º-º)|0,02|(º-º)|0|(º-º)|0,28|(º-º)|2,04
Rayman Raving Rabbids: TV Party|(º-º)|Wii|(º-º)|2008|(º-º)|Misc|(º-º)|Ubisoft|(º-º)|0,73|(º-º)|1,09|(º-º)|0|(º-º)|0,23|(º-º)|2,04
Kingdom Hearts 358/2 Days|(º-º)|DS|(º-º)|2009|(º-º)|Role-Playing|(º-º)|Square Enix|(º-º)|1,11|(º-º)|0,27|(º-º)|0,53|(º-º)|0,14|(º-º)|2,04
Dance Central 2|(º-º)|X360|(º-º)|2011|(º-º)|Misc|(º-º)|Microsoft Game Studios|(º-º)|1,45|(º-º)|0,42|(º-º)|0,01|(º-º)|0,16|(º-º)|2,04
Need for Speed: The Run|(º-º)|PS3|(º-º)|2011|(º-º)|Action|(º-º)|Electronic Arts|(º-º)|0,58|(º-º)|1,06|(º-º)|0,03|(º-º)|0,37|(º-º)|2,04
1080Â°: TenEighty Snowboarding|(º-º)|N64|(º-º)|1998|(º-º)|Sports|(º-º)|Nintendo|(º-º)|1,25|(º-º)|0,61|(º-º)|0,13|(º-º)|0,05|(º-º)|2,03
NBA Live 2004|(º-º)|PS2|(º-º)|2003|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|1,57|(º-º)|0,18|(º-º)|0|(º-º)|0,27|(º-º)|2,03
Just Dance 3|(º-º)|X360|(º-º)|2011|(º-º)|Misc|(º-º)|Ubisoft|(º-º)|1,47|(º-º)|0,4|(º-º)|0|(º-º)|0,16|(º-º)|2,03
Madden NFL 15|(º-º)|PS4|(º-º)|2014|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|1,53|(º-º)|0,25|(º-º)|0|(º-º)|0,25|(º-º)|2,03
Call of Duty 2|(º-º)|X360|(º-º)|2005|(º-º)|Shooter|(º-º)|Activision|(º-º)|1,81|(º-º)|0,05|(º-º)|0,01|(º-º)|0,15|(º-º)|2,02
Dead Space|(º-º)|PS3|(º-º)|2008|(º-º)|Action|(º-º)|Electronic Arts|(º-º)|1,05|(º-º)|0,67|(º-º)|0|(º-º)|0,3|(º-º)|2,02
Forza Horizon|(º-º)|X360|(º-º)|2012|(º-º)|Racing|(º-º)|Microsoft Game Studios|(º-º)|0,82|(º-º)|0,98|(º-º)|0,04|(º-º)|0,18|(º-º)|2,02
Madden NFL 15|(º-º)|X360|(º-º)|2014|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|1,76|(º-º)|0,09|(º-º)|0|(º-º)|0,17|(º-º)|2,02
TouchMaster|(º-º)|DS|(º-º)|2007|(º-º)|Puzzle|(º-º)|Midway Games|(º-º)|0,49|(º-º)|1,27|(º-º)|0|(º-º)|0,25|(º-º)|2,01
Tom Clancy's The Division|(º-º)|XOne|(º-º)|2016|(º-º)|Shooter|(º-º)|Ubisoft|(º-º)|1,2|(º-º)|0,62|(º-º)|0|(º-º)|0,18|(º-º)|2,01
Super Street Fighter II|(º-º)|SNES|(º-º)|1993|(º-º)|Fighting|(º-º)|Nintendo|(º-º)|0,52|(º-º)|0,16|(º-º)|1,29|(º-º)|0,03|(º-º)|2
Mortal Kombat vs. DC Universe|(º-º)|PS3|(º-º)|2008|(º-º)|Fighting|(º-º)|Midway Games|(º-º)|1,48|(º-º)|0,3|(º-º)|0|(º-º)|0,22|(º-º)|2
Fire Emblem: Awakening|(º-º)|3DS|(º-º)|2012|(º-º)|Role-Playing|(º-º)|Nintendo|(º-º)|0,89|(º-º)|0,45|(º-º)|0,53|(º-º)|0,13|(º-º)|2
LEGO Marvel Super Heroes|(º-º)|PS3|(º-º)|2013|(º-º)|Action|(º-º)|Warner Bros. Interactive Entertainment|(º-º)|0,77|(º-º)|0,85|(º-º)|0,01|(º-º)|0,37|(º-º)|2
DriveClub|(º-º)|PS4|(º-º)|2014|(º-º)|Racing|(º-º)|Sony Computer Entertainment|(º-º)|0,35|(º-º)|1,31|(º-º)|0,02|(º-º)|0,33|(º-º)|2
Tennis|(º-º)|GB|(º-º)|1989|(º-º)|Sports|(º-º)|Nintendo|(º-º)|0,75|(º-º)|0,3|(º-º)|0,9|(º-º)|0,04|(º-º)|1,99
Tenchu: Stealth Assassins|(º-º)|PS|(º-º)|1997|(º-º)|Action|(º-º)|Activision|(º-º)|0,95|(º-º)|0,64|(º-º)|0,27|(º-º)|0,13|(º-º)|1,99
Harry Potter and the Chamber of Secrets|(º-º)|GBA|(º-º)|2002|(º-º)|Action|(º-º)|Electronic Arts|(º-º)|1,21|(º-º)|0,64|(º-º)|0,05|(º-º)|0,09|(º-º)|1,99
SimCity|(º-º)|SNES|(º-º)|1991|(º-º)|Simulation|(º-º)|Nintendo|(º-º)|0,93|(º-º)|0,27|(º-º)|0,75|(º-º)|0,04|(º-º)|1,98
Harry Potter and the Chamber of Secrets|(º-º)|PS|(º-º)|2002|(º-º)|Action|(º-º)|Electronic Arts|(º-º)|0,75|(º-º)|1,09|(º-º)|0,02|(º-º)|0,12|(º-º)|1,98
Resident Evil 6|(º-º)|X360|(º-º)|2012|(º-º)|Shooter|(º-º)|Capcom|(º-º)|1,11|(º-º)|0,63|(º-º)|0,07|(º-º)|0,16|(º-º)|1,98
Battlefield 4|(º-º)|XOne|(º-º)|2013|(º-º)|Shooter|(º-º)|Electronic Arts|(º-º)|1,25|(º-º)|0,58|(º-º)|0|(º-º)|0,16|(º-º)|1,98
E.T.: The Extra Terrestrial|(º-º)|2600|(º-º)|1981|(º-º)|Action|(º-º)|Atari|(º-º)|1,84|(º-º)|0,11|(º-º)|0|(º-º)|0,02|(º-º)|1,97
Spyro: Enter the Dragonfly|(º-º)|PS2|(º-º)|2002|(º-º)|Platform|(º-º)|Universal Interactive|(º-º)|0,74|(º-º)|0,95|(º-º)|0|(º-º)|0,28|(º-º)|1,97
Devil May Cry 2|(º-º)|PS2|(º-º)|2003|(º-º)|Action|(º-º)|Capcom|(º-º)|0,71|(º-º)|0,58|(º-º)|0,51|(º-º)|0,17|(º-º)|1,97
Call of Duty: World at War|(º-º)|Wii|(º-º)|2008|(º-º)|Shooter|(º-º)|Activision|(º-º)|1,2|(º-º)|0,59|(º-º)|0|(º-º)|0,19|(º-º)|1,97
Burnout Paradise|(º-º)|PS3|(º-º)|2008|(º-º)|Racing|(º-º)|Electronic Arts|(º-º)|1,01|(º-º)|0,64|(º-º)|0,02|(º-º)|0,3|(º-º)|1,97
Sonic Classic Collection|(º-º)|DS|(º-º)|2010|(º-º)|Platform|(º-º)|Sega|(º-º)|0,99|(º-º)|0,8|(º-º)|0|(º-º)|0,18|(º-º)|1,97
Dragon Age: Inquisition|(º-º)|PS4|(º-º)|2014|(º-º)|Role-Playing|(º-º)|Electronic Arts|(º-º)|0,72|(º-º)|0,86|(º-º)|0,08|(º-º)|0,32|(º-º)|1,97
Soccer|(º-º)|NES|(º-º)|1985|(º-º)|Sports|(º-º)|Nintendo|(º-º)|0,18|(º-º)|0,23|(º-º)|1,53|(º-º)|0,02|(º-º)|1,96
Rad Racer|(º-º)|NES|(º-º)|1986|(º-º)|Racing|(º-º)|Nintendo|(º-º)|1,13|(º-º)|0,37|(º-º)|0,41|(º-º)|0,05|(º-º)|1,96
Hot Shots Golf: Open Tee|(º-º)|PSP|(º-º)|2004|(º-º)|Sports|(º-º)|Sony Computer Entertainment|(º-º)|0,5|(º-º)|0,5|(º-º)|0,63|(º-º)|0,33|(º-º)|1,96
Kirby Squeak Squad|(º-º)|DS|(º-º)|2006|(º-º)|Platform|(º-º)|Nintendo|(º-º)|0,79|(º-º)|0,03|(º-º)|1,05|(º-º)|0,08|(º-º)|1,96
Tom Clancy's Rainbow Six: Vegas|(º-º)|X360|(º-º)|2006|(º-º)|Shooter|(º-º)|Ubisoft|(º-º)|1,09|(º-º)|0,65|(º-º)|0,02|(º-º)|0,2|(º-º)|1,96
BioShock Infinite|(º-º)|X360|(º-º)|2013|(º-º)|Shooter|(º-º)|Take-Two Interactive|(º-º)|1,22|(º-º)|0,57|(º-º)|0,02|(º-º)|0,15|(º-º)|1,96
Star Wars: Dark Forces|(º-º)|PC|(º-º)|1994|(º-º)|Shooter|(º-º)|LucasArts|(º-º)|1,09|(º-º)|0,77|(º-º)|0|(º-º)|0,09|(º-º)|1,95
Crash Nitro Kart|(º-º)|PS2|(º-º)|2003|(º-º)|Racing|(º-º)|Vivendi Games|(º-º)|0,74|(º-º)|1,01|(º-º)|0|(º-º)|0,2|(º-º)|1,95
NBA Street Vol. 2|(º-º)|PS2|(º-º)|2003|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|1,69|(º-º)|0,2|(º-º)|0|(º-º)|0,06|(º-º)|1,95
Grand Theft Auto: San Andreas|(º-º)|XB|(º-º)|2005|(º-º)|Action|(º-º)|Take-Two Interactive|(º-º)|1,26|(º-º)|0,61|(º-º)|0|(º-º)|0,09|(º-º)|1,95
Destiny|(º-º)|X360|(º-º)|2014|(º-º)|Shooter|(º-º)|Activision|(º-º)|1,3|(º-º)|0,49|(º-º)|0|(º-º)|0,16|(º-º)|1,95
Alleyway|(º-º)|GB|(º-º)|1989|(º-º)|Puzzle|(º-º)|Nintendo|(º-º)|0,96|(º-º)|0,38|(º-º)|0,55|(º-º)|0,05|(º-º)|1,94
Jet Moto 2|(º-º)|PS|(º-º)|1997|(º-º)|Racing|(º-º)|Sony Computer Entertainment|(º-º)|1,41|(º-º)|0,42|(º-º)|0,03|(º-º)|0,07|(º-º)|1,94
Who wants to be a millionaire|(º-º)|PC|(º-º)|1999|(º-º)|Misc|(º-º)|Disney Interactive Studios|(º-º)|1,94|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|1,94
Scooby Doo and the Cyber Chase|(º-º)|PS|(º-º)|2001|(º-º)|Adventure|(º-º)|THQ|(º-º)|0,59|(º-º)|1,23|(º-º)|0|(º-º)|0,13|(º-º)|1,94
Tom Clancy's Ghost Recon|(º-º)|PS2|(º-º)|2002|(º-º)|Shooter|(º-º)|Ubisoft|(º-º)|1,42|(º-º)|0,4|(º-º)|0|(º-º)|0,12|(º-º)|1,94
Def Jam Vendetta|(º-º)|PS2|(º-º)|2003|(º-º)|Fighting|(º-º)|Electronic Arts|(º-º)|0,95|(º-º)|0,74|(º-º)|0|(º-º)|0,25|(º-º)|1,94
Dragon Ball Z: Budokai 3|(º-º)|PS2|(º-º)|2004|(º-º)|Fighting|(º-º)|Atari|(º-º)|1,09|(º-º)|0,15|(º-º)|0,65|(º-º)|0,04|(º-º)|1,94
FIFA Soccer 09|(º-º)|X360|(º-º)|2008|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0,49|(º-º)|1,26|(º-º)|0,01|(º-º)|0,18|(º-º)|1,94
Mortal Kombat II|(º-º)|SNES|(º-º)|1993|(º-º)|Fighting|(º-º)|Acclaim Entertainment|(º-º)|1,48|(º-º)|0,39|(º-º)|0|(º-º)|0,06|(º-º)|1,93
Virtua Fighter 2|(º-º)|SAT|(º-º)|1995|(º-º)|Fighting|(º-º)|Sega|(º-º)|0,34|(º-º)|0,26|(º-º)|1,3|(º-º)|0,03|(º-º)|1,93
Tetris DX|(º-º)|GB|(º-º)|1998|(º-º)|Puzzle|(º-º)|Nintendo|(º-º)|1,06|(º-º)|0,6|(º-º)|0,2|(º-º)|0,07|(º-º)|1,93
X-Men Legends|(º-º)|PS2|(º-º)|2004|(º-º)|Role-Playing|(º-º)|Activision|(º-º)|1|(º-º)|0,72|(º-º)|0|(º-º)|0,21|(º-º)|1,93
Guitar Hero: World Tour|(º-º)|PS3|(º-º)|2008|(º-º)|Misc|(º-º)|Activision|(º-º)|1,1|(º-º)|0,56|(º-º)|0|(º-º)|0,27|(º-º)|1,93
Mortal Kombat vs. DC Universe|(º-º)|X360|(º-º)|2008|(º-º)|Fighting|(º-º)|Midway Games|(º-º)|1,53|(º-º)|0,24|(º-º)|0|(º-º)|0,16|(º-º)|1,93
Mario Super Sluggers|(º-º)|Wii|(º-º)|2008|(º-º)|Sports|(º-º)|Nintendo|(º-º)|1,51|(º-º)|0|(º-º)|0,29|(º-º)|0,12|(º-º)|1,93
Batman: Arkham Origins|(º-º)|X360|(º-º)|2013|(º-º)|Action|(º-º)|Warner Bros. Interactive Entertainment|(º-º)|1,15|(º-º)|0,61|(º-º)|0|(º-º)|0,17|(º-º)|1,93
Watch Dogs|(º-º)|PS3|(º-º)|2014|(º-º)|Action|(º-º)|Ubisoft|(º-º)|0,56|(º-º)|0,89|(º-º)|0,1|(º-º)|0,37|(º-º)|1,93
PaRappa The Rapper|(º-º)|PS|(º-º)|1996|(º-º)|Misc|(º-º)|Sony Computer Entertainment|(º-º)|0,26|(º-º)|0,16|(º-º)|1,46|(º-º)|0,03|(º-º)|1,92
The Legend of Zelda: Oracle of Ages|(º-º)|GB|(º-º)|2001|(º-º)|Action|(º-º)|Nintendo|(º-º)|0,92|(º-º)|0,53|(º-º)|0,41|(º-º)|0,06|(º-º)|1,92
Red Faction|(º-º)|PS2|(º-º)|2001|(º-º)|Shooter|(º-º)|THQ|(º-º)|0,76|(º-º)|0,96|(º-º)|0|(º-º)|0,2|(º-º)|1,92
The Sims: Makin' Magic|(º-º)|PC|(º-º)|2003|(º-º)|Simulation|(º-º)|Electronic Arts|(º-º)|1,03|(º-º)|0,8|(º-º)|0|(º-º)|0,09|(º-º)|1,92
MX Unleashed|(º-º)|PS2|(º-º)|2004|(º-º)|Racing|(º-º)|THQ|(º-º)|0,94|(º-º)|0,73|(º-º)|0|(º-º)|0,25|(º-º)|1,92
Monopoly|(º-º)|Wii|(º-º)|2008|(º-º)|Misc|(º-º)|Electronic Arts|(º-º)|0,87|(º-º)|0,85|(º-º)|0|(º-º)|0,2|(º-º)|1,92
Need for Speed: Shift|(º-º)|X360|(º-º)|2009|(º-º)|Racing|(º-º)|Electronic Arts|(º-º)|0,73|(º-º)|0,97|(º-º)|0,01|(º-º)|0,22|(º-º)|1,92
Toy Story Mania!|(º-º)|Wii|(º-º)|2009|(º-º)|Misc|(º-º)|Disney Interactive Studios|(º-º)|1,06|(º-º)|0,67|(º-º)|0|(º-º)|0,18|(º-º)|1,92
